time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
89,0,0,68.57,6.31,133,10.56,29.79,27.79,14.65,428
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
1,0,0,-8.57,0,0,0.92,0.3,29.52,0.39,515
2,1,0,0,0,0,0.76,0.3,29.37,0.39,256
3,1,0,0,0,0,0.76,0.39,29.68,0.39,515
4,1,0,0,0,0,0.76,0.3,29.68,0.49,256
5,1,0,0,0,0,0.76,0.3,29.68,0.39,515
6,1,0,0,0,0,0.61,0.39,29.52,0.39,255
7,1,0,8.57,0.74,0,1.71,6.25,29.52,0.69,504
8,1,0,0,0,0,3.45,16.7,29.21,3.52,436
9,1,0,0,0,0,0.76,0.3,29.68,0.39,464
10,1,0,0,0,0,0.76,0.3,29.68,0.39,486
11,1,0,0,0,0,0.76,0.3,29.52,0.39,515
12,1,0,0,0,0,0.76,0.3,29.84,0.49,256
13,1,0,0,0,0,0.76,0.3,29.68,0.39,516
14,1,0,0,0,0,0.61,0.3,29.68,0.39,1023
15,1,0,0,0,0,2.66,12.11,29.68,1.76,486
16,1,0,0,0,0,4.24,20.22,29.05,4.89,562
17,1,0,8.57,0.74,0,0.76,0.3,29.37,0.49,438
18,1,0,0,0,0,3.77,15.53,29.21,3.71,547
19,1,0,8.57,0.74,0,5.35,23.73,28.73,7.81,285
20,1,0,17.14,1.58,1,7.24,32.13,28.42,11.82,497
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
1,0,0,-8.57,0,0,0.76,0.3,29.52,0.39,515
2,0,0,0,0,0,0.76,0.3,29.52,0.39,256
3,0,0,0,0,0,0.92,0.3,29.52,0.39,514
4,0,0,0,0,0,0.76,0.39,29.68,0.39,438
5,0,0,0,0,0,0.76,0.3,29.68,0.39,515
6,0,0,0,0,0,0.76,0.3,29.68,0.49,256
7,0,0,0,0,0,0.61,0.39,29.84,0.39,515
8,0,0,0,0,0,0.76,0.3,29.52,0.49,257
9,0,0,0,0,0,0.92,0.3,29.68,0.39,514
10,0,0,0,0,0,0.76,0.2,29.52,0.39,439
11,0,0,0,0,0,0.76,0.3,29.37,0.39,514
12,0,0,0,0,0,0.76,0.39,29.68,0.39,439
13,0,0,0,0,0,0.92,0.3,29.68,0.39,514
14,0,0,0,0,0,0.76,0.3,29.52,0.39,439
15,0,0,0,0,0,0.76,0.2,29.68,0.39,514
16,0,0,0,0,0,0.76,0.3,29.68,0.3,438
17,0,0,0,0,0,0.92,0.3,29.52,0.39,515
18,0,0,0,0,0,0.76,0.3,29.68,0.39,256
19,0,0,0,0,0,0.76,0.3,29.68,0.39,514
20,0,0,0,0,0,0.76,0.3,29.68,0.3,439
21,0,0,0,0,0,0.76,0.3,29.37,0.3,515
22,0,0,0,0,0,0.92,0.2,29.68,0.3,257
23,0,0,0,0,0,0.76,0.3,29.68,0.39,514
24,0,0,0,0,0,0.92,0.2,29.68,0.39,439
25,0,0,0,0,0,0.76,0.3,29.52,0.49,513
26,0,0,0,0,0,0.76,0.3,29.68,0.39,514
27,0,0,0,0,0,0.76,0.3,29.84,0.39,439
28,0,0,0,0,0,0.76,0.2,29.68,0.39,514
29,0,0,0,0,0,0.76,0.3,29.52,0.39,439
30,0,0,0,0,0,0.76,0.2,29.68,0.39,514
31,0,0,0,0,0,0.76,0.3,29.52,0.49,439
32,0,0,0,0,0,0.76,0.3,29.68,0.39,513
33,0,0,0,0,0,0.76,0.3,29.68,0.49,514
34,0,0,0,0,0,0.76,0.3,29.68,0.39,438
35,0,0,0,0,0,0.76,0.2,29.52,0.39,516
36,0,0,0,0,0,0.76,0.3,29.68,0.39,1023
37,0,0,0,0,0,0.76,0.3,29.68,0.39,482
38,0,0,0,0,0,0.92,0.3,29.84,0.39,453
39,0,0,0,0,0,0.76,0.3,29.52,0.39,484
40,0,0,0,0,0,0.76,0.3,29.37,0.39,458
41,0,0,0,0,0,0.92,0.3,29.68,0.39,1023
42,0,0,0,0,0,0.76,0.3,29.52,0.49,483
43,0,0,0,0,0,0.76,0.3,29.68,0.39,465
44,0,0,0,0,0,0.76,0.39,29.68,0.49,458
45,0,0,0,0,0,0.76,0.3,29.52,0.39,1023
46,0,0,0,0,0,0.76,0.3,29.68,0.49,485
47,0,0,0,0,0,0.76,0.3,29.52,0.39,484
48,0,0,0,0,0,0.92,0.3,29.68,0.39,459
49,0,0,0,0,0,0.76,0.3,29.84,0.39,1023
50,0,0,0,0,0,0.76,0.3,29.68,0.39,485
51,0,0,0,0,0,0.76,0.3,29.84,0.49,486
52,0,0,0,0,0,0.76,0.3,29.68,0.39,515
53,0,0,0,0,0,0.76,0.3,29.68,0.59,256
54,0,0,0,0,0,0.76,0.3,30,0.39,514
55,0,0,0,0,0,0.92,0.2,29.68,0.39,439
56,0,0,0,0,0,0.61,0.3,29.68,0.39,513
57,0,0,0,0,0,0.76,0.3,29.84,0.39,514
58,0,0,0,0,0,0.76,0.3,29.68,0.49,440
59,0,0,0,0,0,0.76,0.3,29.68,0.49,439
60,0,0,0,0,0,0.76,0.3,29.68,0.39,515
61,0,0,0,0,0,0.76,0.2,29.68,0.39,257
62,0,0,0,0,0,0.76,0.2,29.68,0.39,514
63,0,0,0,0,0,0.76,0.3,29.68,0.39,439
64,0,0,0,0,0,0.76,0.3,29.68,0.49,514
65,0,0,0,0,0,0.76,0.3,29.68,0.39,440
66,0,0,0,0,0,0.76,0.2,29.68,0.39,438
67,0,0,0,0,0,0.76,0.3,29.52,0.49,516
68,0,0,0,0,0,0.76,0.3,29.68,0.49,1023
69,0,0,0,0,0,0.76,0.3,29.68,0.39,479
70,0,0,0,0,0,0.92,0.39,25.41,0.2,481
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
1,0,0,-8.57,0,0,0.76,0.3,29.68,0.39,514
2,0,0,0,0,0,0.76,0.2,29.68,0.3,439
3,0,0,0,0,0,0.76,0.2,29.68,0.39,514
4,0,0,0,0,0,0.76,0.2,29.68,0.49,439
5,0,0,0,0,0,0.76,0.3,29.68,0.49,513
6,0,0,0,0,0,0.92,0.3,29.68,0.3,514
7,0,0,0,0,0,0.76,0.3,29.68,0.39,439
8,0,0,0,0,0,0.76,0.3,29.84,0.39,514
9,0,0,0,0,0,0.76,0.3,29.68,0.49,439
10,0,0,0,0,0,0.76,0.3,29.68,0.39,514
11,0,0,0,0,0,0.76,0.3,29.68,0.39,440
12,0,0,0,0,0,0.76,0.2,29.52,0.39,439
13,0,0,0,0,0,0.92,0.3,29.68,0.39,515
14,0,0,0,0,0,0.92,0.3,29.68,0.39,256
15,0,0,0,0,0,0.76,0.3,29.68,0.39,515
16,0,0,0,0,0,0.76,0.3,29.84,0.39,256
17,0,0,0,0,0,0.61,0.3,29.84,0.3,514
18,0,0,0,0,0,0.76,0.3,29.68,0.39,438
19,0,0,0,0,0,0.76,0.2,29.68,0.39,515
20,0,0,0,0,0,0.76,0.3,29.84,0.39,256
21,0,0,0,0,0,0.76,0.3,29.84,0.49,515
22,0,0,0,0,0,0.92,0.2,29.68,0.39,256
23,0,0,0,0,0,0.76,0.3,29.84,0.39,517
24,0,0,0,0,0,0.92,0.2,29.68,0.39,1023
25,0,0,0,0,0,0.76,0.3,29.68,0.39,481
26,0,0,0,0,0,0.76,0.2,29.52,0.39,460
27,0,0,0,0,0,0.76,0.3,29.68,0.39,514
28,0,0,0,0,0,0.76,0.3,29.68,0.39,439
29,0,0,0,0,0,0.76,0.3,29.37,0.49,513
30,0,0,0,0,0,0.76,0.2,29.84,0.39,514
31,0,0,0,0,0,0.76,0.3,29.84,0.3,439
32,0,0,0,0,0,0.76,0.3,29.52,0.39,514
33,0,0,0,0,0,0.92,0.39,29.68,0.49,440
34,0,0,0,0,0,0.76,0.3,29.68,0.39,439
35,0,0,0,0,0,0.92,0.3,29.68,0.59,513
36,0,0,0,0,0,0.76,0.3,29.68,0.39,514
37,0,0,0,0,0,0.76,0.3,29.68,0.39,439
38,0,0,0,0,0,0.76,0.3,29.68,0.39,513
39,0,0,0,0,0,0.76,0.3,29.68,0.49,514
40,0,0,0,0,0,0.76,0.39,29.68,0.49,439
41,0,0,0,0,0,0.76,0.2,29.68,0.39,514
42,0,0,0,0,0,0.76,0.3,29.84,0.49,440
43,0,0,0,0,0,0.92,0.3,29.68,0.39,439
44,0,0,0,0,0,0.76,0.3,29.68,0.39,513
45,0,0,0,0,0,0.76,0.3,29.68,0.49,514
46,0,0,0,0,0,0.76,0.3,29.68,0.49,439
47,0,0,0,0,0,0.92,0.3,29.68,0.39,514
48,0,0,0,0,0,0.76,0.3,29.68,0.39,440
49,0,0,0,0,0,0.61,0.3,29.68,0.39,439
50,0,0,0,0,0,0.76,0.3,29.68,0.39,514
51,0,0,0,0,0,0.76,0.3,29.68,0.39,439
52,0,0,0,0,0,0.76,0.3,29.68,0.3,514
53,0,0,0,0,0,0.76,0.3,29.68,0.49,439
54,0,0,0,0,0,0.76,0.3,29.84,0.39,515
55,0,0,0,0,0,0.76,0.3,29.84,0.39,256
56,0,0,0,0,0,0.92,0.3,29.68,0.39,515
57,0,0,0,0,0,0.76,0.3,29.68,0.49,256
58,0,0,0,0,0,0.76,0.3,29.68,0.49,515
59,0,0,0,0,0,0.76,0.3,29.84,0.39,256
60,0,0,0,0,0,0.76,0.3,29.68,0.39,515
61,0,0,0,0,0,0.76,0.3,29.68,0.49,256
62,0,0,0,0,0,0.76,0.3,29.52,0.39,516
63,0,0,0,0,0,0.76,0.3,29.68,0.49,1023
64,0,0,0,0,0,0.61,0.2,29.84,0.39,481
65,0,0,0,0,0,0.76,0.3,29.68,0.49,457
66,0,0,0,0,0,0.92,0.3,29.84,0.49,257
