time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.92,0.2,29.84,0.39,11.6376,514
2,1,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,440
3,1,0,0,0,0,0.76,0.2,29.52,0.49,14.4648,440
4,1,0,0,0,0,0.76,0.2,29.68,0.3,8.904,439
5,1,0,0,0,0,0.61,0.2,29.84,0.39,11.6376,513
6,1,0,0,0,0,0.76,0.2,29.52,0.3,8.856,514
7,1,0,0,0,0,2.82,1.08,29.84,0.59,17.6056,439
8,1,0,42.86,3.9,1,8.98,1.56,29.68,1.08,32.0544,519
9,1,0,77.14,7.14,3,4.56,0.3,29.84,0.39,11.6376,481
10,1,0,25.71,2.32,3,0.92,0.3,29.84,0.39,11.6376,491
11,1,0,0,0,3,0.76,0.2,29.68,0.39,11.5752,1023
12,1,0,0,0,3,0.76,0.3,29.68,0.39,11.5752,489
13,1,0,0,0,3,0.76,0.2,29.68,0.39,11.5752,256
14,1,0,0,0,3,0.76,0.3,29.52,0.3,8.856,515
15,1,0,0,0,3,0.76,0.3,29.52,0.3,8.856,256
16,1,0,0,0,3,0.76,0.2,29.84,0.39,11.6376,515
17,1,0,0,0,3,0.76,0.2,29.68,0.39,11.5752,256
18,1,0,0,0,3,0.76,0.3,29.84,0.39,11.6376,515
19,1,0,0,0,3,0.76,0.2,29.68,0.39,11.5752,256
20,1,0,0,0,3,0.76,0.3,29.68,0.39,11.5752,515
21,1,0,0,0,3,0.76,0.3,29.84,0.39,11.6376,256
22,1,0,8.57,0.74,3,3.77,0.39,29.52,0.49,14.4648,517
23,1,0,60,5.56,5,9.45,1.96,29.37,1.08,31.7196,1023
24,1,0,111.43,10.29,8,14.83,0.69,29.68,1.27,37.6936,356
25,1,0,145.71,13.45,12,11.51,0.3,29.68,0.39,11.5752,431
26,1,0,102.86,9.46,14,5.98,0.2,29.84,0.39,11.6376,395
27,1,0,60,5.56,16,1.4,0.2,29.52,0.39,11.5128,1023
28,1,0,34.29,3.15,17,0.76,0.2,29.68,0.39,11.5752,483
29,1,0,0,0,17,0.76,0.2,29.84,0.39,11.6376,519
30,1,0,0,0,17,0.76,0.3,29.68,0.39,11.5752,513
31,1,0,0,0,17,0.76,0.2,29.68,0.39,11.5752,513
32,1,0,0,0,17,0.76,0.2,29.37,0.39,11.4543,514
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.76,0.3,29.68,0.39,11.5752,515
2,0,0,0,0,0,0.76,0.3,27.94,0.3,8.382,256
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.76,0.3,29.84,0.49,14.6216,515
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.76,0.2,29.68,0.39,11.5752,515
2,0,0,0,0,0,0.92,0.2,29.68,0.39,11.5752,255
3,0,0,0,0,0,0.76,0.2,29.68,0.49,14.5432,461
4,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,482
5,0,0,0,0,0,0.76,0.2,29.68,0.39,11.5752,452
6,0,0,0,0,0,0.92,0.3,29.68,0.39,11.5752,446
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.76,0.2,29.37,0.49,14.3913,515
2,0,0,0,0,0,0.76,0.3,27.15,0.2,5.43,256
3,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,515
4,0,0,0,0,0,0.92,0.2,29.84,0.49,14.6216,255
5,0,0,0,0,0,0.92,0.3,29.84,0.39,11.6376,455
6,0,0,0,0,0,0.76,0.2,29.68,0.39,11.5752,514
7,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,439
8,0,0,0,0,0,0.76,0.3,12.46,0.3,3.738,513
9,0,0,0,0,0,0.76,0.2,29.68,0.49,14.5432,513
10,0,0,0,0,0,0.92,0.3,30,0.3,9,513
11,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,514
12,0,0,0,0,0,0.92,0.3,29.52,0.39,11.5128,439
13,0,0,0,0,0,0.76,0.2,29.52,0.39,11.5128,514
14,0,0,0,0,0,0.76,0.2,29.68,0.39,11.5752,440
15,0,0,0,0,0,0.76,0.39,29.68,0.3,8.904,440
16,0,0,0,0,0,0.92,0.2,29.52,0.49,14.4648,440
17,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,439
18,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,513
19,0,0,0,0,0,0.76,0.2,29.68,0.49,14.5432,514
20,0,0,0,0,0,0.76,0.3,29.68,0.59,17.5112,439
21,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,514
22,0,0,0,0,0,0.76,0.3,29.84,0.49,14.6216,440
23,0,0,0,0,0,0.92,0.2,29.68,0.39,11.5752,439
24,0,0,0,0,0,0.76,0.2,29.84,0.39,11.6376,513
25,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,513
26,0,0,0,0,0,0.76,0.3,29.84,0.49,14.6216,514
27,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,439
28,0,0,0,0,0,0.92,0.3,29.68,0.39,11.5752,513
29,0,0,0,0,0,0.92,0.3,29.52,0.59,17.4168,514
30,0,0,0,0,0,0.76,0.3,29.68,0.49,14.5432,440
31,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,439
32,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,515
33,0,0,0,0,0,0.92,0.3,29.84,0.39,11.6376,256
34,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,515
35,0,0,0,0,0,0.92,0.3,29.84,0.3,8.952,256
36,0,0,0,0,0,0.76,0.2,29.84,0.39,11.6376,514
37,0,0,0,0,0,0.76,0.3,29.52,0.49,14.4648,438
38,0,0,0,0,0,0.76,0.3,29.52,0.39,11.5128,515
39,0,0,0,0,0,0.76,0.3,29.52,0.39,11.5128,256
40,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,516
41,0,0,0,0,0,0.92,0.3,29.68,0.39,11.5752,1023
42,0,0,0,0,0,0.92,0.3,29.68,0.49,14.5432,479
43,0,0,0,0,0,0.76,0.3,29.68,0.3,8.904,481
44,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,479
45,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,483
46,0,0,0,0,0,0.92,0.3,29.84,0.49,14.6216,480
47,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,478
48,0,0,0,0,0,0.76,0.3,29.52,0.39,11.5128,500
49,0,0,0,0,0,0.92,0.3,29.84,0.39,11.6376,470
50,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,515
51,0,0,0,0,0,0.76,0.3,29.84,0.49,14.6216,256
52,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,516
53,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,1023
54,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,480
55,0,0,0,0,0,0.76,0.2,29.68,0.39,11.5752,475
56,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,1023
57,0,0,0,0,0,0.76,0.3,29.68,0.49,14.5432,481
58,0,0,0,0,0,0.76,0.2,29.68,0.49,14.5432,475
59,0,0,0,0,0,0.92,0.3,29.84,0.39,11.6376,1023
60,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,481
61,0,0,0,0,0,0.76,0.3,29.84,0.3,8.952,476
62,0,0,0,0,0,0.76,0.3,29.52,0.39,11.5128,550
63,0,0,0,0,0,0.76,0.3,29.84,0.49,14.6216,545
64,0,0,0,0,0,0.76,0.3,29.84,0.49,14.6216,514
65,0,0,0,0,0,0.92,0.2,29.52,0.39,11.5128,440
66,0,0,0,0,0,0.92,0.3,29.84,0.39,11.6376,440
67,0,0,0,0,0,0.92,0.3,29.68,0.49,14.5432,440
68,0,0,0,0,0,0.92,0.3,29.68,0.39,11.5752,440
69,0,0,0,0,0,0.92,0.3,29.68,0.39,11.5752,440
70,0,0,0,0,0,0.92,0.3,29.68,0.39,11.5752,440
71,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,440
72,0,0,0,0,0,0.76,0.3,29.68,0.49,14.5432,439
73,0,0,0,0,0,0.76,0.3,29.68,0.3,8.904,514
74,0,0,0,0,0,0.92,0.3,29.84,0.39,11.6376,441
75,0,0,0,0,0,0.92,0.3,29.68,0.49,14.5432,257
76,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,514
77,0,0,0,0,0,0.76,0.3,29.84,0.3,8.952,440
78,0,0,8.57,0.74,0,0.76,0.2,29.84,0.39,11.6376,440
79,0,0,17.14,1.58,0,0.76,0.39,29.84,0.49,14.6216,439
80,0,0,17.14,1.58,1,0.92,0.3,29.68,0.39,11.5752,513
81,0,0,25.71,2.32,1,0.76,0.3,29.84,0.39,11.6376,514
82,0,0,25.71,2.32,2,0.76,0.2,29.68,0.39,11.5752,439
83,0,0,25.71,2.32,3,0.76,0.3,29.84,0.39,11.6376,513
84,0,0,34.29,3.15,3,0.92,0.3,29.84,0.39,11.6376,513
85,0,0,25.71,2.32,4,0.76,0.2,29.68,0.39,11.5752,514
86,0,0,34.29,3.15,5,0.76,0.3,29.68,0.49,14.5432,438
87,0,0,25.71,2.32,6,0.76,0.3,29.84,0.39,11.6376,516
88,0,0,17.14,1.58,6,0.92,0.3,29.68,0.39,11.5752,1023
89,0,0,17.14,1.58,7,0.92,0.3,29.68,0.49,14.5432,483
90,0,0,0,0,7,0.92,0.2,29.84,0.39,11.6376,480
91,0,0,8.57,0.74,7,0.76,0.3,29.52,0.39,11.5128,474
92,0,0,0,0,7,0.61,0.3,29.84,0.39,11.6376,1023
93,0,0,8.57,0.74,7,0.76,0.3,29.84,0.3,8.952,484
94,0,0,0,0,7,0.76,0.3,29.84,0.39,11.6376,471
95,0,0,8.57,0.74,7,0.76,0.3,29.84,0.39,11.6376,514
96,0,0,0,0,7,0.76,0.3,29.68,0.49,14.5432,439
97,0,0,0,0,7,0.76,0.3,29.84,0.39,11.6376,514
98,0,0,17.14,1.58,8,0.76,0.3,29.84,0.39,11.6376,439
99,0,0,34.29,3.15,9,0.76,0.3,29.68,0.49,14.5432,514
100,0,0,42.86,3.9,10,0.76,0.3,29.68,0.39,11.5752,440
101,0,0,42.86,3.9,11,0.92,0.3,29.84,0.39,11.6376,439
102,0,0,51.43,4.73,12,0.92,0.3,29.84,0.39,11.6376,514
103,0,0,60,5.56,14,0.92,0.3,29.68,0.49,14.5432,439
104,0,0,60,5.56,15,0.76,0.2,29.84,0.39,11.6376,514
105,0,0,68.57,6.31,17,0.76,0.3,29.68,0.39,11.5752,439
106,0,0,77.14,7.14,19,0.76,0.2,29.68,0.39,11.5752,514
107,0,0,68.57,6.31,21,0.76,0.3,29.84,0.39,11.6376,440
108,0,0,77.14,7.14,23,0.76,0.3,29.84,0.49,14.6216,440
109,0,0,85.71,7.88,25,0.76,0.3,29.37,0.39,11.4543,439
110,0,0,77.14,7.14,27,0.76,0.3,29.84,0.49,14.6216,514
111,0,0,77.14,7.14,29,0.92,0.3,29.68,0.39,11.5752,440
112,0,0,77.14,7.14,31,0.76,0.3,29.84,0.39,11.6376,440
113,0,0,77.14,7.14,33,0.76,0.3,30,0.39,11.7,440
114,0,0,85.71,7.88,35,0.76,0.3,29.84,0.39,11.6376,440
115,0,0,68.57,6.31,37,0.76,0.3,29.68,0.49,14.5432,440
116,0,0,68.57,6.31,39,0.92,0.2,29.84,0.39,11.6376,440
117,0,0,60,5.56,40,0.76,0.3,29.68,0.49,14.5432,439
118,0,0,42.86,3.9,41,0.76,0.3,29.84,0.39,11.6376,514
119,0,0,34.29,3.15,42,0.76,0.3,29.84,0.39,11.6376,440
120,0,0,34.29,3.15,43,0.76,0.3,29.68,0.39,11.5752,439
121,0,0,25.71,2.32,44,0.76,0.3,29.68,0.39,11.5752,514
122,0,0,17.14,1.58,44,0.76,0.3,29.68,0.49,14.5432,440
123,0,0,8.57,0.74,44,0.76,0.3,29.84,0.39,11.6376,440
124,0,0,0,0,44,0.92,0.3,29.84,0.3,8.952,440
125,0,0,0,0,44,0.76,0.3,29.68,0.39,11.5752,439
126,0,0,0,0,44,0.92,0.3,29.52,0.39,11.5128,514
127,0,0,0,0,44,0.76,0.3,29.52,0.39,11.5128,440
128,0,0,0,0,44,0.76,0.39,29.84,0.39,11.6376,440
129,0,0,0,0,44,0.92,0.3,29.84,0.49,14.6216,440
130,0,0,0,0,44,0.76,0.3,29.52,0.3,8.856,440
131,0,0,0,0,44,0.92,0.3,29.84,0.39,11.6376,440
132,0,0,0,0,44,0.76,0.3,29.21,0.39,11.3919,436
133,0,0,0,0,44,0.76,0.3,28.58,0.3,8.574,468
134,0,0,0,0,44,0.92,0.2,29.52,0.49,14.4648,471
135,0,0,0,0,44,0.76,0.3,29.84,0.39,11.6376,514
136,0,0,0,0,44,0.76,0.3,29.68,0.39,11.5752,439
137,0,0,0,0,44,0.76,0.39,29.52,0.39,11.5128,514
138,0,0,0,0,44,0.76,0.3,29.84,0.39,11.6376,439
139,0,0,0,0,44,0.76,0.3,29.68,0.39,11.5752,514
140,0,0,0,0,44,0.76,0.3,29.84,0.39,11.6376,440
141,0,0,0,0,44,0.76,0.3,29.68,0.39,11.5752,440
142,0,0,0,0,44,0.92,0.3,29.68,0.39,11.5752,440
143,0,0,0,0,44,0.76,0.2,29.68,0.49,14.5432,440
144,0,0,0,0,44,0.76,0.3,29.84,0.39,11.6376,440
145,0,0,0,0,44,0.92,0.3,29.68,0.49,14.5432,440
146,0,0,0,0,44,0.76,0.3,29.68,0.49,14.5432,439
147,0,0,0,0,44,0.76,0.3,29.84,0.49,14.6216,514
148,0,0,0,0,44,0.76,0.2,29.37,0.49,14.3913,437
149,0,0,0,0,44,0.76,0.3,29.84,0.39,11.6376,476
150,0,0,0,0,44,1.08,0.3,29.84,0.39,11.6376,537
151,0,0,8.57,0.74,45,0.76,0.3,29.84,0.39,11.6376,480
152,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,469
153,0,0,0,0,45,0.76,0.2,29.84,0.49,14.6216,478
154,0,0,0,0,45,0.92,0.3,29.68,0.39,11.5752,498
155,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,475
156,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,1023
157,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,484
158,0,0,0,0,45,0.76,0.3,29.84,0.49,14.6216,471
159,0,0,0,0,45,0.76,0.2,29.84,0.49,14.6216,514
160,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,440
161,0,0,0,0,45,0.92,0.3,29.68,0.39,11.5752,440
162,0,0,0,0,45,0.76,0.3,29.52,0.39,11.5128,439
163,0,0,0,0,45,0.76,0.2,29.68,0.39,11.5752,514
164,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,440
165,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,440
166,0,0,0,0,45,0.92,0.3,29.68,0.49,14.5432,440
167,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,439
168,0,0,0,0,45,0.92,0.2,29.84,0.49,14.6216,514
169,0,0,0,0,45,0.76,0.3,29.52,0.59,17.4168,439
170,0,0,0,0,45,0.92,0.3,29.68,0.49,14.5432,514
171,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,440
172,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,438
173,0,0,0,0,45,0.92,0.3,29.68,0.39,11.5752,516
174,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,1023
175,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,480
176,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,468
177,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,469
178,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,478
179,0,0,0,0,45,0.92,0.3,29.84,0.39,11.6376,496
180,0,0,0,0,45,0.92,0.3,29.68,0.39,11.5752,470
181,0,0,0,0,45,0.76,0.2,29.52,0.39,11.5128,515
182,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,257
183,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,515
184,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,257
185,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,514
186,0,0,0,0,45,0.76,0.3,29.68,0.3,8.904,439
187,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,513
188,0,0,0,0,45,0.92,0.3,29.84,0.39,11.6376,514
189,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,439
190,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,514
191,0,0,0,0,45,0.76,0.3,29.84,0.49,14.6216,439
192,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,514
193,0,0,0,0,45,0.76,0.2,29.68,0.39,11.5752,439
194,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,514
195,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,440
196,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,439
197,0,0,0,0,45,0.92,0.3,29.68,0.39,11.5752,514
198,0,0,0,0,45,0.92,0.3,29.52,0.39,11.5128,438
199,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,515
200,0,0,0,0,45,0.92,0.3,29.84,0.39,11.6376,257
201,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,514
202,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,439
203,0,0,0,0,45,0.76,0.3,29.84,0.49,14.6216,514
204,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,439
205,0,0,0,0,45,0.92,0.3,29.84,0.49,14.6216,514
206,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,439
207,0,0,0,0,45,0.76,0.2,29.68,0.39,11.5752,514
208,0,0,0,0,45,0.92,0.3,29.68,0.49,14.5432,439
209,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,514
210,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,438
211,0,0,0,0,45,0.76,0.3,29.84,0.49,14.6216,515
212,0,0,0,0,45,0.92,0.3,29.84,0.39,11.6376,256
213,0,0,0,0,45,0.92,0.3,29.68,0.49,14.5432,516
214,0,0,0,0,45,0.92,0.2,29.68,0.49,14.5432,1023
215,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,478
216,0,0,0,0,45,0.92,0.3,29.68,0.49,14.5432,493
217,0,0,0,0,45,0.76,0.3,29.84,0.39,11.6376,469
218,0,0,0,0,45,0.92,0.3,29.68,0.39,11.5752,476
219,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,526
220,0,0,0,0,45,0.92,0.3,30,0.39,11.7,465
221,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,460
222,0,0,0,0,45,0.76,0.3,29.84,0.49,14.6216,520
223,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,493
224,0,0,0,0,45,0.92,0.3,29.68,0.39,11.5752,469
225,0,0,0,0,45,0.76,0.3,29.84,0.49,14.6216,478
226,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,494
227,0,0,0,0,45,0.92,0.3,29.68,0.39,11.5752,495
228,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,481
229,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,461
230,0,0,0,0,45,0.76,0.3,30,0.39,11.7,470
231,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,516
232,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,1023
233,0,0,0,0,45,0.76,0.3,29.84,0.49,14.6216,479
234,0,0,0,0,45,0.92,0.3,29.68,0.39,11.5752,481
235,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,460
236,0,0,0,0,45,0.92,0.3,29.68,0.49,14.5432,522
237,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,464
238,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,468
239,0,0,0,0,45,0.76,0.3,29.68,0.39,11.5752,467
240,0,0,0,0,45,0.76,0.2,29.84,0.39,11.6376,484
241,0,0,0,0,45,0.92,0.3,29.84,0.49,14.6216,470
242,0,0,0,0,45,0.92,0.3,29.84,0.39,11.6376,515
243,0,0,0,0,45,0.76,0.3,21.31,0.3,6.393,256
244,0,0,0,0,45,0.92,0.3,29.84,0.39,11.6376,516
245,0,0,0,0,45,0.92,0.3,29.52,0.49,14.4648,1023
246,0,0,0,0,45,0.76,0.3,29.68,0.49,14.5432,477
247,0,0,0,0,45,0.92,0.2,29.68,0.39,11.5752,465
248,0,0,0,0,45,0.76,0.3,29.84,0.49,14.6216,458
249,0,0,0,0,45,0.76,0.3,29.84,0.49,14.6216,1023
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.92,0.3,29.52,0.39,11.5128,517
2,0,0,0,0,0,0.76,0.3,29.84,0.49,14.6216,1023
3,0,0,0,0,0,0.92,0.3,29.52,0.49,14.4648,482
4,0,0,0,0,0,0.76,0.3,29.21,0.39,11.3919,464
5,0,0,0,0,0,0.92,0.3,29.84,0.49,14.6216,468
6,0,0,0,0,0,0.76,0.3,29.68,0.59,17.5112,463
7,0,0,0,0,0,0.76,0.3,29.68,0.49,14.5432,482
8,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,467
9,0,0,0,0,0,0.92,0.3,29.84,0.39,11.6376,478
10,0,0,0,0,0,0.76,0.3,29.68,0.49,14.5432,495
11,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,480
12,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,466
13,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,469
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.76,0.3,29.68,0.39,11.5752,515
2,0,0,0,0,0,0.92,0.3,29.68,0.49,14.5432,257
3,0,0,0,0,0,0.76,0.3,29.68,0.49,14.5432,514
4,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,439
5,0,0,0,0,0,0.76,0.3,29.21,0.49,14.3129,514
6,0,0,0,0,0,0.76,0.3,29.21,0.39,11.3919,435
7,0,0,0,0,0,0.76,0.3,28.73,0.49,14.0777,460
8,0,0,0,0,0,0.92,0.3,29.05,0.39,11.3295,525
9,0,0,0,0,0,0.76,0.3,28.89,0.39,11.2671,464
10,0,0,0,0,0,0.76,0.39,28.89,0.39,11.2671,463
11,0,0,0,0,0,0.76,0.3,28.89,0.39,11.2671,477
12,0,0,0,0,0,0.76,0.3,29.21,0.49,14.3129,467
13,0,0,0,0,0,0.92,0.3,29.05,0.49,14.2345,471
14,0,0,0,0,0,0.76,0.3,29.37,0.49,14.3913,514
15,0,0,0,0,0,0.76,0.3,29.52,0.39,11.5128,438
16,0,0,0,0,0,0.76,0.3,29.52,0.39,11.5128,515
17,0,0,0,0,0,0.76,0.3,29.52,0.39,11.5128,256
18,0,0,25.71,2.32,0,1.08,0.78,29.37,0.49,14.3913,516
19,0,0,42.86,3.9,1,6.29,0.39,29.05,0.88,25.564,1023
20,0,0,68.57,6.31,3,8.66,3.91,29.68,1.37,40.6616,463
21,0,0,85.71,7.88,5,11.04,0.98,29.05,1.76,51.128,473
22,0,0,111.43,10.29,8,12.93,1.17,29.37,2.35,69.0195,332
23,0,0,128.57,11.87,11,15.14,2.15,29.05,2.64,76.692,518
24,0,0,137.14,12.71,15,16.41,2.35,29.05,2.64,76.692,518
25,0,0,162.86,15.02,19,17.51,3.03,29.05,2.35,68.2675,517
26,0,0,171.43,15.86,24,18.94,3.52,29.21,2.15,62.8015,1023
27,0,0,188.57,17.44,28,20.04,1.86,29.05,1.86,54.033,441
28,0,0,197.14,18.27,34,20.67,0.88,29.05,1.56,45.318,383
29,0,0,214.29,19.85,39,21.46,0.98,29.21,1.66,48.4886,440
30,0,0,205.71,19.01,44,21.94,0.69,29.21,1.56,45.5676,437
31,0,0,214.29,19.85,50,22.25,0.59,23.04,0.3,6.912,451
32,0,0,214.29,19.85,55,16.57,0.1,16.09,0.3,4.827,455
33,0,0,231.43,21.42,61,22.1,2.35,29.21,1.56,45.5676,522
34,0,0,222.86,20.59,67,23.04,1.17,29.21,1.56,45.5676,432
35,0,0,222.86,20.59,73,12.93,0.19,12.62,0.3,3.786,441
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,3,0.76,0.39,29.37,0.39,11.4543,516
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.92,0.3,29.68,0.39,11.5752,515
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.76,0.3,26.05,0.2,5.21,513
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.92,0.3,29.68,0.39,11.5752,516
2,0,0,0,0,0,0.76,0.3,29.84,0.3,8.952,1023
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
0,0,0,-8.57,0,0,0.92,0.3,24.62,0.2,4.924,514
1,0,0,0,0,0,0.76,0.3,29.68,0.3,8.904,438
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
1,0,0,-8.57,0,0,0.76,0.3,29.68,0.49,14.5432,515
2,0,0,0,0,0,0.76,0.3,29.84,0.39,11.6376,256
3,0,0,0,0,0,0.76,0.3,29.68,0.49,14.5432,516
4,0,0,0,0,0,0.76,0.2,29.84,0.39,11.6376,1023
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,#VALUE!, accelerator
1,0,0,-8.57,0,0,0.92,0.3,29.68,0.49,14.5432,516
2,0,0,0,0,0,0.76,0.2,29.68,0.39,11.5752,1023
3,0,0,0,0,0,0.92,0.3,29.84,0.39,11.6376,470
4,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,515
5,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,257
6,0,0,0,0,0,0.92,0.2,29.68,0.49,14.5432,513
7,0,0,0,0,0,0.76,0.2,29.68,0.39,11.5752,514
8,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,440
9,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,438
10,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,514
11,0,0,0,0,0,0.76,0.3,29.68,0.39,11.5752,439
12,0,0,0,0,0,0.92,0.3,29.84,0.39,11.6376,514
13,0,0,0,0,0,0.76,0.2,29.68,0.39,11.5752,440
